5.2229659 4.6970082 1
7.5735767 2.7977734 1
7.4324488 2.421028 1
3.850477 0.5891058 1
7.038829 3.383566 1
6.3843686 3.8061522 1
5.0763434 2.716837 1
4.7449911 1.5971869 1
6.3487017 3.1300772 1
8.3599565 2.6465265 1
3.7701295 1.8249869 1
7.4270966 3.3672851 1
5.4977191 3.0136896 1
7.8336808 2.2524527 1
7.2383079 1.348302 1
4.4963646 0.98969262 1
10.468765 2.8087731 1
3.9377006 1.3784564 1
4.7994931 1.7572695 1
6.0538855 7.1834964 1
6.7021474 3.6319117 1
7.5750872 3.1216073 1
4.2687293 3.3863191 1
4.7243788 3.0741747 1
6.5510058 1.4962744 1
7.8535061 2.5940735 1
8.6771686 3.5651803 1
4.0392605 -0.17930354 1
6.7057263 3.1358323 1
8.2719735 2.0311748 1
8.9565742 3.2693826 1
6.1756888 2.7844431 1
6.6364658 2.1442283 1
6.3602049 5.3573664 1
5.0462507 3.5355006 1
6.1491236 6.4138485 1
5.4832475 2.1910752 1
5.8238905 2.4785278 1
9.5716505 3.0220824 1
6.708207 3.5954936 1
6.498319 0.7247663 1
5.7479302 4.1903343 1
7.2183009 4.0302798 1
5.3499453 2.721828 1
5.657493 2.7280895 1
4.0448137 3.7843633 1
8.013003 2.8031132 1
6.1626468 2.6103466 1
7.9171272 3.3921263 1
9.9193328 3.2163779 1
6.9339806 3.2052452 1
4.2800087 -0.0027354405 1
7.0740935 0.48049938 1
8.9063074 4.1844985 1
6.2243751 2.5861002 1
5.4720687 2.3168678 1
6.49113 2.7177308 1
6.6731007 4.2075863 1
4.9095218 3.3329505 1
5.3578779 4.6185228 1
8.4142 2.4116404 1
6.8771379 3.1571039 1
6.7413628 2.4006023 1
6.7957483 1.0919194 1
7.5704012 3.2663795 1
5.0755475 1.350527 1
7.9095472 2.8728567 1
4.6020324 0.52741946 1
6.3758664 1.7067707 1
8.015462 1.7496188 1
6.7119066 2.4806915 1
6.8517678 1.5223964 1
3.6388091 1.8440129 1
7.3765074 2.3565387 1
5.2523414 2.8987414 1
6.137312 1.0770443 1
7.6499514 2.4017725 1
6.5687341 2.4578836 1
9.8151674 1.0847965 1
8.4072143 4.2473784 1
5.6098675 4.9067049 1
7.9967412 4.8543362 1
7.146196 3.1021487 1
6.9472948 4.2229555 1
9.9545879 3.9490061 1
7.9611116 4.2181456 1
4.5884836 0.92168623 1
4.3009058 3.58399 1
6.1414345 2.0951471 1
6.5456997 2.6779658 1
6.8459276 3.9635746 1
7.9537633 3.1071227 1
6.6781271 0.95539731 1
5.3350175 1.2060236 1
3.7317954 4.4744532 1
4.7961377 3.9677205 1
5.4660314 1.7897433 1
8.8238415 1.9608048 1
7.4773456 1.4497545 1
4.9488367 1.8369328 1
6.5267489 0.84275735 1
9.11394 -0.81605535 1
5.5094437 3.6305198 1
8.5264113 5.2602191 1
7.1965974 2.8333899 1
5.5983827 4.395219 1
4.9207445 4.3850944 1
9.4544832 2.5161488 1
6.6780944 5.4042353 1
4.7505701 2.0485904 1
2.8681749 -0.29505729 1
5.8739074 5.0438842 1
7.3094019 -0.60995325 1
5.0440819 2.8583182 1
7.5015363 3.915505 1
6.0218606 3.9810373 1
8.8937599 2.1337253 1
6.1062727 3.2902495 1
6.5525369 2.7982468 1
7.0320853 1.7391391 1
7.7758046 4.3182852 1
7.2666784 3.5421614 1
5.5441631 4.7257077 1
5.8502784 0.066298507 1
2.7957496 1.2351759 1
5.6904331 1.7664021 1
6.7373797 2.4488391 1
4.6207224 6.4200427 1
2.3570125 4.1807915 1
7.2257579 1.9107458 1
7.0517851 5.1201346 1
6.7695373 3.5980981 1
5.5636643 4.3399955 1
8.7314558 0.059735788 1
2.5845559 5.4175476 1
4.3544784 4.2726093 1
8.6406746 2.8449098 1
4.8315782 3.1367912 1
7.0805586 2.1299601 1
5.7852595 3.5249319 1
5.3739555 3.9473437 1
6.0374265 2.298343 1
6.4670038 6.1434456 1
6.1676883 3.1939163 1
5.3795803 2.5990193 1
8.2011181 5.3975904 1
6.8695568 7.4870102 1
6.2355609 0.34584441 1
7.7100862 4.9342861 1
7.9184367 3.9142246 1
5.4436323 4.5565665 1
4.8870152 1.7946662 1
6.5399462 1.2536741 1
9.7342135 5.9222832 1
6.4743729 2.9599826 1
5.1799211 3.3012603 1
6.7958937 2.6125948 1
6.1234527 0.97239887 1
3.1790307 3.4807316 1
5.0036618 1.371528 1
4.4301132 3.0748191 1
6.3370498 0.046107441 1
5.5060963 3.6396984 1
6.2769307 1.7311954 1
5.9391872 0.98648229 1
6.8612349 2.3578131 1
9.4693402 2.9698615 1
5.2821659 2.1169664 1
5.3467766 4.8246819 1
4.8649459 2.3913437 1
7.632225 2.0065117 1
7.4313324 1.0419307 1
8.4772198 5.2710523 1
6.1675644 3.7802132 1
6.9502848 4.7082373 1
7.0801347 0.65674613 1
8.5710256 0.99494622 1
5.6837465 3.9358808 1
5.3037381 4.402334 1
5.5693526 2.2735184 1
4.7168473 1.3092131 1
6.6869202 1.3910645 1
6.8067498 3.2790023 1
6.0625919 2.9020821 1
5.7130093 2.2252803 1
9.4363782 2.2674702 1
7.125167 0.31357333 1
6.7592216 2.2770723 1
5.8867614 4.2116817 1
4.5651902 3.7974816 1
5.5714404 3.0849946 1
3.4976455 3.7813798 1
5.6507474 1.0457075 1
6.7982838 1.9207347 1
3.8654212 5.7670176 1
5.2617668 3.5171427 1
5.0889808 -0.20198447 1
7.8139984 2.8274326 1
7.9592755 3.5239057 1
6.4526647 2.6241756 1
9.0256705 3.0299116 1
4.0140158 1.2442616 1
3.7646743 3.9120344 1
6.2321148 3.0101367 1
4.1793145 1.0297692 1
6.5272258 4.7024333 1
8.079872 5.1457585 1
4.4443202 4.0792792 1
5.9394765 5.2533044 1
6.6537882 1.5497903 1
8.4531987 3.9584801 1
5.4364555 2.8350875 1
5.8868476 4.502676 1
4.9049756 3.0409031 1
5.3878135 0.7880588 1
5.0542959 0.58203914 1
8.2617048 3.7838099 1
8.3759846 2.0505861 1
8.1549666 3.3759214 1
6.4475788 1.1889042 1
7.5236124 2.1671805 1
8.7278626 3.3182931 1
5.6208205 1.0322325 1
